ipd_id,id,name,is_active,created_at,updated_at,ipdb_link,year,manufacturer,machine_group_id,ipdb_id,opdb_id,rating,flippers,units
1895,2985,Quicksilver,False,2018-06-05T09:41:59.414-07:00,2018-07-16T09:00:50.431-07:00,http://www.ipdb.org/machine.cgi?id=1895,1980,Stern,,1895.0,GRBZl-Mb5Zq,7.0,2.0,1201.0
1902,2706,Rack 'Em Up!,,2016-08-26T13:51:25.492-07:00,2018-07-16T09:00:45.152-07:00,http://ipdb.org/machine.cgi?id=1902,1983,Gottlieb,,1902.0,G4ywq-MLqxN,7.0,2.0,1762.0
1903,829,Rack-A-Ball,False,,2018-07-16T09:00:47.735-07:00,http://ipdb.org/machine.cgi?id=1903,1962,Gottlieb,,1903.0,GrqN3-MLq20,7.0,2.0,2700.0
1904,677,Radical!,False,,2018-07-16T09:00:50.274-07:00,http://ipdb.org/machine.cgi?id=1904,1990,Bally,,1904.0,G59ZY-MD8p7,8.0,4.0,1315.0
1918,2231,Rancho,,2014-11-06T10:43:07.527-08:00,2018-07-16T09:00:43.752-07:00,http://ipdb.org/machine.cgi?id=1918,1977,Williams,,1918.0,GrPJz-MLbe6,8.0,2.0,1229.0
1922,1353,Raven,False,2012-09-06T15:45:28.207-07:00,2018-07-16T09:00:48.347-07:00,http://ipdb.org/machine.cgi?id=1922,1986,Gottlieb,,1922.0,GrJWP-MJ7N1,6.0,2.0,3550.0
1924,819,Ready...Aim...Fire!,False,,2018-07-16T09:00:47.510-07:00,http://ipdb.org/machine.cgi?id=1924,1983,Gottlieb,,1924.0,GRL2z-MQkqe,,2.0,390.0
1951,810,Rescue 911,False,,2018-07-16T09:00:51.649-07:00,http://ipdb.org/machine.cgi?id=1951,1994,Gottlieb,,1951.0,G5pNW-MVK46,8.0,3.0,4000.0
1965,1287,River Boat,False,2012-04-21T08:42:42.000-07:00,2018-07-16T09:00:53.628-07:00,http://ipdb.org/machine.cgi?id=1965,1964,Williams,,1965.0,GrP2Z-MjB8X,7.0,2.0,1650.0
1966,807,Riverboat Gambler,False,,2018-07-16T09:00:46.643-07:00,http://ipdb.org/machine.cgi?id=1966,1990,Williams,,1966.0,G4E0z-MDvl7,7.0,2.0,3200.0
1970,827,Road Kings,False,,2018-07-16T09:00:52.379-07:00,http://ipdb.org/machine.cgi?id=1970,1986,Williams,,1970.0,G4NKJ-Mo1Xj,8.0,2.0,5500.0
1972,680,Red & Ted's Road Show,False,,2018-07-16T09:00:46.190-07:00,http://ipdb.org/machine.cgi?id=1972,1994,Williams,,1972.0,G4dWd-MJ2p6,8.0,,6259.0
1975,2513,Robo-War,,2016-01-08T12:15:55.641-08:00,2018-07-16T09:00:45.613-07:00,http://ipdb.org/machine.cgi?id=1975,1988,Gottlieb,,1975.0,GryK3-MQrWk,7.0,2.0,2130.0
1976,916,Robocop,False,,2018-07-16T09:00:49.409-07:00,http://ipdb.org/machine.cgi?id=1976,1989,Data East,,1976.0,Grlxe-MJ916,7.0,2.0,1500.0
1977,2853,Robot,,2017-09-11T08:23:44.409-07:00,2018-07-16T09:00:42.026-07:00,http://ipdb.org/machine.cgi?id=1977,1985,Zaccaria,,1977.0,G5Wjk-MLvBr,,2.0,
1978,2197,Rock,,2014-10-01T09:46:43.708-07:00,2018-07-16T09:00:45.355-07:00,http://www.ipdb.org/machine.cgi?id=1978,1985,Gottlieb,,1978.0,Grk62-MD1qe,6.0,4.0,1875.0
1979,2978,Rock Encore,False,2018-05-26T16:35:15.088-07:00,2018-07-16T09:00:49.500-07:00,http://www.ipdb.org/machine.cgi?id=1979,1986,Gottlieb,,1979.0,Grk62-MLeWx,,4.0,245.0
1980,2714,RockMakers,,2016-09-07T09:06:12.585-07:00,2018-07-16T09:00:53.669-07:00,http://ipdb.org/machine.cgi?id=1980,1967,Bally,,1980.0,G43zw-M4o2b,7.0,3.0,2420.0
1982,3237,Rocket,False,2020-01-14T16:00:33.146-08:00,2020-01-14T16:05:24.263-08:00,http://www.ipdb.org/machine.cgi?id=1986,1950,Genco,,1982.0,Gr1JJ-MJY40,,,
1983,2370,Rock Star,,2015-06-10T20:38:20.343-07:00,2018-07-16T09:00:43.252-07:00,http://ipdb.org/machine.cgi?id=1983,1978,Gottlieb,,1983.0,GRbD8-MLWx0,,2.0,268.0
1987,1562,Rocket,False,2013-04-13T15:08:39.507-07:00,2013-04-14T17:33:16.037-07:00,http://ipdb.org/machine.cgi?id=1987,1933,Bally,,1987.0,,,,
1988,2636,Rocket,,2016-04-25T11:02:17.409-07:00,2018-07-16T09:00:44.773-07:00,http://ipdb.org/machine.cgi?id=1988,1959,Williams,,1988.0,G42BY-MD8ZY,8.0,2.0,
1989,2632,Rocket III,,2016-04-25T10:53:45.565-07:00,2018-07-16T09:00:48.094-07:00,http://ipdb.org/machine.cgi?id=1989,1967,Bally,,1989.0,G42XB-MJ93N,8.0,,2603.0
1990,1012,Rocket Ship,False,,2018-07-16T09:00:52.616-07:00,http://ipdb.org/machine.cgi?id=1990,1958,Gottlieb,,1990.0,G4P3n-MYeon,8.0,4.0,2000.0
1993,2358,Rocky,,2015-06-10T20:20:27.406-07:00,2018-07-16T09:00:49.880-07:00,http://ipdb.org/machine.cgi?id=1993,1982,Gottlieb,,1993.0,GrJvk-MDekx,7.0,5.0,1504.0
2002,1398,Roller Coaster,False,2012-10-28T00:43:36.621-07:00,2018-07-16T09:00:49.980-07:00,http://ipdb.org/machine.cgi?id=2002,1971,Gottlieb,,2002.0,G42pZ-ML171,7.0,2.0,1550.0
2005,1414,Roller Disco,False,2012-11-17T01:35:51.536-08:00,2018-07-16T09:00:47.491-07:00,http://ipdb.org/machine.cgi?id=2005,1980,Gottlieb,,2005.0,G48qn-MDEl1,7.0,4.0,2400.0
2006,746,Rollergames,False,,2018-07-16T09:00:53.837-07:00,http://ipdb.org/machine.cgi?id=2006,1990,Williams,,2006.0,Gr1Ko-MnKyx,7.0,3.0,5000.0
2010,1087,Rolling Stones,False,,2018-07-16T09:00:48.749-07:00,http://www.ipdb.org/machine.cgi?id=2010,1979,Bally,,2010.0,G5Qz4-MQddv,7.0,2.0,5700.0
2014,2742,Rondeevoo,,2016-10-29T22:10:44.466-07:00,2018-07-16T09:00:51.203-07:00,http://ipdb.org/machine.cgi?id=2014,1948,United,,2014.0,GRQ3b-MrRZ7,,2.0,
2035,822,Royal Flush,False,,2018-07-16T09:00:44.528-07:00,http://ipdb.org/machine.cgi?id=2035,1976,Gottlieb,,2035.0,GrEWx-MJNpE,8.0,2.0,12250.0
2036,2734,Royal Flush Deluxe,,2016-10-22T18:44:11.297-07:00,2018-07-16T09:00:49.531-07:00,http://ipdb.org/machine.cgi?id=2036,1983,Gottlieb,,2036.0,GRwlz-MQYZN,,2.0,2044.0
2037,2524,Royal Guard,,2016-01-19T19:35:46.725-08:00,2018-07-16T09:00:49.751-07:00,http://ipdb.org/machine.cgi?id=2037,1968,Gottlieb,,2037.0,GRLD2-MD1o1,8.0,2.0,2900.0
2044,1986,Safari,False,2014-02-26T12:06:48.058-08:00,2018-07-16T09:00:48.656-07:00,http://ipdb.org/machine.cgi?id=2044,1966,Bally,,2044.0,GR6X2-MQj25,,2.0,1100.0
2049,1214,San Francisco,False,2012-01-22T12:56:54.000-08:00,2018-07-16T09:00:47.988-07:00,http://ipdb.org/machine.cgi?id=2049,1964,Williams,,2049.0,GRLwP-MDnpY,,2.0,2000.0
2052,2992,Sapporo,False,2018-06-10T07:12:00.133-07:00,2018-07-16T09:00:41.818-07:00,http://www.ipdb.org/machine.cgi?id=2052,1971,Sega,,2052.0,G5n67-MQVRQ,,2.0,
2057,1048,Satin Doll,False,,2018-07-16T09:00:44.456-07:00,http://ipdb.org/machine.cgi?id=2057,1975,Williams,,2057.0,G48YQ-MDxbK,6.0,4.0,2400.0
2067,818,Scorpion,False,,2018-07-16T09:00:41.807-07:00,http://ipdb.org/machine.cgi?id=2067,1980,Williams,,2067.0,G4qQj-MD8XD,7.0,4.0,2000.0
2075,2982,Screwy,False,2018-05-27T21:07:55.459-07:00,2018-07-16T21:59:25.981-07:00,http://www.ipdb.org/machine.cgi?id=2075,1932,Bally,,2075.0,test,,,
2077,1675,Scuba,False,2013-06-28T13:10:49.448-07:00,2018-07-16T09:00:52.366-07:00,http://www.ipdb.org/machine.cgi?id=2077,1970,Gottlieb,,2077.0,G43dw-Mq1XY,8.0,2.0,1450.0
2085,1783,Sea Ray,False,2013-09-25T08:57:15.938-07:00,2018-07-16T09:00:48.581-07:00,http://ipdb.org/machine.cgi?id=2085,1970,Bally,,2085.0,G4jBk-MLB1w,7.0,2.0,1300.0
2089,820,Seawitch,False,,2018-07-16T09:00:43.532-07:00,http://ipdb.org/machine.cgi?id=2089,1980,Stern,,2089.0,GR6kB-MDz81,7.0,4.0,2503.0
2090,2116,Secret Service,False,2014-06-18T21:48:08.533-07:00,2018-07-16T09:00:46.147-07:00,http://ipdb.org/machine.cgi?id=2090,1988,Data East,,2090.0,G4qqv-MDW0P,8.0,3.0,2741.0
2110,2606,Shangri-La,,2016-04-18T06:23:55.218-07:00,2018-07-16T09:00:51.521-07:00,http://ipdb.org/machine.cgi?id=2110,1967,Williams,,2110.0,G50XN-MKNVX,8.0,2.0,4900.0
2113,871,Sharpshooter,False,,2018-07-16T09:00:51.547-07:00,http://ipdb.org/machine.cgi?id=2113,1979,Game Plan,,2113.0,Gr37O-MePr0,8.0,2.0,4200.0
2114,2976,Sharp Shooter II,False,2018-05-23T16:40:18.492-07:00,2018-07-16T09:00:44.560-07:00,http://www.ipdb.org/machine.cgi?id=2114,1983,Game Plan,,2114.0,Gr8KB-MLqYW,,,600.0
2116,1937,Sheriff,False,2014-02-05T19:01:23.886-08:00,2018-07-16T09:00:47.280-07:00,http://ipdb.org/machine.cgi?id=2116,1971,Gottlieb,,2116.0,GrEXx-MQ9Wb,8.0,2.0,2900.0
2119,2033,Ship Ahoy,False,2014-04-06T08:39:01.273-07:00,2018-07-16T09:00:53.546-07:00,http://ipdb.org/machine.cgi?id=2119,1976,Gottlieb,,2119.0,G4lNn-MkPZ8,8.0,2.0,1150.0
2120,2741,Ship-Mates,,2016-10-29T11:06:27.702-07:00,2018-07-16T09:00:43.061-07:00,http://ipdb.org/machine.cgi?id=2120,1964,Gottlieb,,2120.0,G4jvD-MJKjd,7.0,2.0,5115.0
2130,2521,Show Boat,,2016-01-13T16:05:13.032-08:00,2018-07-16T09:00:45.749-07:00,http://www.ipdb.org/machine.cgi?id=2130,1961,Gottlieb,,2130.0,G4qp3-MQkrK,7.0,4.0,1950.0
2131,920,Showboat (Bingo),False,,2013-04-17T13:09:07.947-07:00,http://ipdb.org/machine.cgi?id=2131,1952,United,,2131.0,,,,
2138,1779,Showtime,False,2013-09-25T08:55:33.065-07:00,2018-07-16T09:00:46.599-07:00,http://ipdb.org/machine.cgi?id=2138,1974,Chicago Coin,,2138.0,GRKNz-MJ7rW,6.0,2.0,
2144,2965,Silver,False,2018-04-24T17:53:55.466-07:00,2018-07-16T09:00:52.989-07:00,http://www.ipdb.org/machine.cgi?id=2144,1957,Gottlieb,,2144.0,G4Xod-M5Rv0,7.0,2.0,2150.0
2149,1000,Silver Sails,False,,2013-04-18T10:09:38.678-07:00,http://ipdb.org/machine.cgi?id=2149,1962,Bally,,2149.0,,,,
2152,1175,Silver Slugger,False,2011-11-24T22:55:35.000-08:00,2018-07-16T09:00:44.091-07:00,http://ipdb.org/machine.cgi?id=2152,1990,Gottlieb,,2152.0,Gr8jd-MLyxK,7.0,2.0,2100.0
2156,848,Silverball Mania,False,,2018-07-16T09:00:45.646-07:00,http://ipdb.org/machine.cgi?id=2156,1978,Bally,,2156.0,GRD2P-MDX5b,7.0,2.0,10350.0
2158,812,The Simpsons,False,,2018-07-16T09:00:49.435-07:00,http://ipdb.org/machine.cgi?id=2158,1990,Data East,,2158.0,G5VBJ-MLy4l,8.0,2.0,5502.0
2159,1112,Sinbad,False,,2018-07-16T09:00:50.264-07:00,http://ipdb.org/machine.cgi?id=2159,1978,Gottlieb,,2159.0,G4xqN-MD1Rj,8.0,4.0,12000.0
2160,865,Sing Along,False,,2018-07-16T09:00:47.835-07:00,http://ipdb.org/machine.cgi?id=2160,1967,Gottlieb,,2160.0,GrPkZ-MJZk7,8.0,2.0,3300.0
2164,934,Sittin Pretty,False,,2018-07-16T09:00:51.877-07:00,http://ipdb.org/machine.cgi?id=2164,1958,Gottlieb,,2164.0,GRp3O-M9RE2,9.0,2.0,1050.0
2165,853,The Six Million Dollar Man,False,,2018-07-16T09:00:44.418-07:00,http://ipdb.org/machine.cgi?id=2165,1978,Bally,,2165.0,GrEke-ML8qN,7.0,,10320.0
2168,2574,Six Sticks,,2016-03-30T00:19:24.825-07:00,2018-07-16T09:00:48.375-07:00,http://ipdb.org/machine.cgi?id=2168,1966,Bally,,2168.0,GRWeJ-MJZ68,,2.0,1410.0
2170,962,Skateball,False,,2018-07-16T09:00:52.860-07:00,http://ipdb.org/machine.cgi?id=2170,1980,Bally,,2170.0,GrNpx-M2YZq,8.0,4.0,4150.0
2172,2915,Ski Club,,2018-03-16T15:06:02.157-07:00,2018-07-16T09:00:46.564-07:00,http://ipdb.org/machine.cgi?id=2172,1965,Williams,,2172.0,G5K3O-MLnzo,,4.0,550.0
2182,1327,Skill Pool,False,2012-07-10T23:52:41.059-07:00,2018-07-16T09:00:51.107-07:00,http://ipdb.org/machine.cgi?id=2182,1963,Williams,,2182.0,G4O66-MW96E,8.0,2.0,2250.0
2189,1980,Skipper,False,2014-02-26T11:49:57.556-08:00,2018-07-16T09:00:43.467-07:00,http://ipdb.org/machine.cgi?id=2189,1969,Gottlieb,,2189.0,GRvkP-MQYn1,7.0,2.0,1675.0
2195,1237,Sky Jump,False,2012-02-22T23:41:46.000-08:00,2018-07-16T09:00:52.897-07:00,http://ipdb.org/machine.cgi?id=2195,1974,Gottlieb,,2195.0,G4xlK-Mo163,8.0,2.0,4200.0
2196,2127,Sky Kings,False,2014-07-02T00:48:31.157-07:00,2018-07-16T09:00:50.846-07:00,http://ipdb.org/machine.cgi?id=2196,1974,Bally,,2196.0,Grk0j-MBRRY,7.0,2.0,2000.0
2201,3175,Sky Rider,False,2019-08-29T19:11:00.799-07:00,2019-08-29T19:11:00.799-07:00,https://www.ipdb.org/machine.cgi?id=2201,1974,Chicago Coin,,2201.0,G50Oy-MJ7yl,,2.0,
2202,1573,Skylab,False,2013-04-20T15:11:05.082-07:00,2018-07-16T09:00:50.046-07:00,http://ipdb.org/machine.cgi?id=2202,1974,Williams,,2202.0,G5DOx-MJwzd,7.0,2.0,3651.0
2204,2987,Skyrocket,False,2018-06-06T09:20:46.957-07:00,2018-07-16T09:00:49.868-07:00,http://www.ipdb.org/machine.cgi?id=2204,1971,Bally,,2204.0,GrNZ7-MDOjq,8.0,2.0,545.0
2208,1513,Slick Chick,False,2013-02-27T08:20:19.932-08:00,2018-07-16T09:00:48.800-07:00,http://ipdb.org/machine.cgi?id=2208,1963,Gottlieb,,2208.0,Gre8z-MLeK2,8.0,2.0,4550.0
2215,977,Smart Set,False,,2018-07-16T09:00:52.425-07:00,http://ipdb.org/machine.cgi?id=2215,1969,Williams,,2215.0,G5YQK-MvBzn,7.0,2.0,4500.0
2227,3030,Snow Queen,False,2018-09-14T11:55:05.849-07:00,2018-09-14T11:55:05.849-07:00,http://www.ipdb.org/machine.cgi?id=2230,1970,Gottlieb,71.0,2227.0,GRKZV-MQZ9X,,,
2229,1706,Snow Derby,False,2013-07-19T12:38:51.882-07:00,2018-09-14T11:55:38.501-07:00,http://www.ipdb.org/machine.cgi?id=2229,1970,Gottlieb,71.0,2229.0,GRKZV-MQjb2,8.0,2.0,1050.0
2232,1732,Soccer,False,2013-08-01T21:24:20.026-07:00,2018-07-16T09:00:50.141-07:00,http://www.ipdb.org/machine.cgi?id=2232,1964,Williams,,2232.0,GRoJk-MQk40,7.0,2.0,2850.0
2233,1498,Soccer,False,2013-02-21T18:34:28.252-08:00,2018-07-16T09:00:46.436-07:00,http://ipdb.org/machine.cgi?id=2233,1975,Gottlieb,,2233.0,GRn8D-MJpzR,7.0,2.0,2900.0
2235,2092,Soccer Kings,False,2014-05-27T10:58:43.742-07:00,2018-07-16T09:00:45.580-07:00,http://ipdb.org/machine.cgi?id=2235,1982,Zaccaria,,2235.0,GR0VJ-MDnEy,,,
2237,757,Solar City,False,,2018-07-16T09:00:42.625-07:00,http://ipdb.org/machine.cgi?id=2237,1977,Gottlieb,,2237.0,GrEZ5-MJ9y3,8.0,4.0,2525.0
2238,1058,Solar Fire,False,,2018-07-16T09:00:45.079-07:00,http://ipdb.org/machine.cgi?id=2238,1981,Williams,,2238.0,GRB26-MQPwX,7.0,4.0,782.0
2239,1381,Solar Ride,False,2012-10-06T14:58:41.896-07:00,2018-07-16T09:00:42.852-07:00,http://ipdb.org/machine.cgi?id=2239,1979,Gottlieb,,2239.0,GRDqo-MDbPx,8.0,3.0,8800.0
2240,991,Solids N Stripes,False,,2018-07-16T09:00:52.062-07:00,http://ipdb.org/machine.cgi?id=2240,1971,Williams,,2240.0,G5Dv1-MW9ro,6.0,2.0,
2242,966,Sorcerer,False,,2018-07-16T09:00:42.391-07:00,http://ipdb.org/machine.cgi?id=2242,1985,Williams,,2242.0,G4qxv-MJPyv,8.0,3.0,3700.0
2243,2904,Sound Stage,,2018-02-09T07:54:34.041-08:00,2018-07-16T09:00:45.940-07:00,http://ipdb.org/machine.cgi?id=2243,1976,Chicago Coin,,2243.0,G5Qnx-MQKKB,6.0,2.0,3000.0
2252,908,Space Invaders,False,,2018-07-16T09:00:51.921-07:00,http://ipdb.org/machine.cgi?id=2252,1979,Bally,,2252.0,G42PX-MyNXo,8.0,4.0,11400.0
2253,791,Space Mission,False,,2018-07-16T09:00:41.630-07:00,http://ipdb.org/machine.cgi?id=2253,1976,Williams,,2253.0,GRnX6-MQk8L,8.0,2.0,11652.0
2254,2608,Space Odyssey,,2016-04-18T06:43:27.768-07:00,2018-07-16T09:00:47.483-07:00,http://ipdb.org/machine.cgi?id=2254,1976,Williams,,2254.0,GRnX6-MJ9qb,8.0,2.0,4300.0
2258,1418,Space Riders,False,2012-11-24T22:11:36.239-08:00,2018-07-16T09:00:45.974-07:00,http://ipdb.org/machine.cgi?id=2258,1978,Atari,,2258.0,GrdzE-MQ2E6,7.0,2.0,
2259,1215,Space Ship ,False,2012-01-22T12:57:10.000-08:00,2018-07-16T09:00:47.786-07:00,http://ipdb.org/machine.cgi?id=2259,1961,Williams,,2259.0,G5YXp-MJ4RW,7.0,2.0,800.0
2260,1068,Space Shuttle,False,,2018-07-16T09:00:53.938-07:00,http://ipdb.org/machine.cgi?id=2260,1984,Williams,,2260.0,G4q3L-MKN50,8.0,2.0,7000.0
2261,1200,Space Station,False,2012-01-10T18:44:22.000-08:00,2018-07-16T09:00:48.005-07:00,http://ipdb.org/machine.cgi?id=2261,1987,Williams,,2261.0,G5QXO-MQowd,8.0,2.0,3804.0
2262,1065,Space Time,False,,2018-07-16T09:00:46.347-07:00,http://ipdb.org/machine.cgi?id=2262,1972,Bally,,2262.0,GRvE1-MQ2P6,7.0,2.0,5000.0
2264,2368,Spacelab,,2015-06-10T20:37:52.023-07:00,2018-07-16T09:00:53.718-07:00,http://ipdb.org/machine.cgi?id=2264,1974,Williams,,2264.0,G5DOx-MP3Ey,,2.0,
2265,797,Spanish Eyes,False,,2018-07-16T09:00:50.234-07:00,http://ipdb.org/machine.cgi?id=2265,1972,Williams,,2265.0,GrOjX-MJ47n,8.0,2.0,3905.0
2269,2893,Speakeasy,,2018-01-03T09:27:50.145-08:00,2018-07-16T09:00:48.596-07:00,http://ipdb.org/machine.cgi?id=2269,1975,Playmatic,,2269.0,G4Xdq-MDlN8,7.0,2.0,
2270,788,Speakeasy,False,,2018-07-16T09:00:45.054-07:00,http://ipdb.org/machine.cgi?id=2270,1982,Bally,,2270.0,GRbl7-ML8EY,,2.0,3000.0
2272,1103,Special Force,False,,2018-07-16T09:00:50.501-07:00,http://ipdb.org/machine.cgi?id=2272,1986,Bally,,2272.0,GRDkX-M61RE,7.0,2.0,2750.0
2274,896,Spectrum,False,,2018-07-16T09:00:42.141-07:00,http://ipdb.org/machine.cgi?id=2274,1981,Bally,,2274.0,GRw7z-MJN9l,7.0,2.0,994.0
2285,1299,The Amazing Spider-Man,False,2012-05-14T19:15:17.000-07:00,2018-07-16T09:00:50.704-07:00,http://ipdb.org/machine.cgi?id=2285,1980,Gottlieb,,2285.0,GrXlr-MOEE2,8.0,4.0,7625.0
2286,931,Spin Out,False,,2018-07-16T09:00:50.760-07:00,http://ipdb.org/machine.cgi?id=2286,1975,Gottlieb,,2286.0,GrPx2-M5RRk,7.0,2.0,2850.0
2287,2544,Spin Wheel,,2016-02-24T14:35:53.616-08:00,2018-07-16T09:00:53.508-07:00,http://www.ipdb.org/machine.cgi?id=2287,1968,Gottlieb,,2287.0,Grlk9-Mp4w4,7.0,2.0,2850.0
2288,3008,Spin-A-Card,False,2018-07-11T12:38:59.473-07:00,2018-07-16T09:00:47.948-07:00,https://www.ipdb.org/machine.cgi?id=2288,1969,Gottlieb,,2288.0,G4ZQv-MDeNN,8.0,2.0,2650.0
2292,3220,Spirit,False,2019-11-12T07:42:08.534-08:00,2019-11-12T07:42:08.534-08:00,https://www.ipdb.org/machine.cgi?id=2292,1982,Gottlieb,,2292.0,Grl9W-MLvOj,7.0,6.0,1230.0
2293,1536,The Spirit of 76,False,2013-03-29T13:10:56.159-07:00,2018-07-16T09:00:52.767-07:00,http://ipdb.org/machine.cgi?id=2293,1975,Gottlieb,,2293.0,GrlPK-Mx0By,8.0,2.0,10569.0
2297,944,Split Second,False,,2018-07-16T09:00:46.809-07:00,http://ipdb.org/machine.cgi?id=2297,1981,Stern,,2297.0,GRLbz-MDnxo,7.0,4.0,
2298,2677,Spooksville,,2016-07-13T15:39:40.958-07:00,2018-07-16T09:00:49.728-07:00,http://ipdb.org/machine.cgi?id=2298,1972,Allied Leisure,,2298.0,G4XBb-MD3Vd,,2.0,
2318,1514,Spot-a-Card,False,2013-02-27T08:21:11.182-08:00,2018-07-16T09:00:44.489-07:00,http://ipdb.org/machine.cgi?id=2318,1960,Gottlieb,,2318.0,GRoYp-MDlXy,8.0,2.0,1200.0
2324,1061,Spring Break,False,,2018-07-16T09:00:52.997-07:00,http://ipdb.org/machine.cgi?id=2324,1987,Gottlieb,,2324.0,GRLKd-Mp46p,7.0,4.0,3550.0
2328,728,Spy Hunter,False,,2018-07-16T09:00:42.928-07:00,http://ipdb.org/machine.cgi?id=2328,1984,Bally,,2328.0,GRwl7-MJ45o,7.0,4.0,2300.0
2342,3177,Star Action,False,2019-09-07T20:12:40.033-07:00,2019-09-07T21:51:42.244-07:00,http://www.ipdb.org/machine.cgi?id=2342,1974,Williams,,2342.0,GRzny-M2Yl1,8.0,2.0,1155.0
2346,2713,Star Gazer,,2016-09-07T09:05:36.295-07:00,2018-07-16T09:00:49.348-07:00,http://ipdb.org/machine.cgi?id=2346,1980,Stern,,2346.0,GrZY2-ML0Rb,7.0,2.0,869.0
2347,1982,Star-Jet,False,2014-02-26T11:54:09.263-08:00,2018-07-16T09:00:50.165-07:00,http://ipdb.org/machine.cgi?id=2347,1963,Bally,,2347.0,GRwEJ-MQY7w,8.0,2.0,1050.0
2348,1733,Star Lite,False,2013-08-01T21:27:11.119-07:00,2013-08-02T08:52:15.933-07:00,http://www.ipdb.org/machine.cgi?id=2348,1935,Exhibit,,2348.0,,,,
2352,2312,Star Pool,,2015-03-31T13:21:05.688-07:00,2018-07-16T09:00:53.465-07:00,http://ipdb.org/machine.cgi?id=2352,1974,Williams,,2352.0,GR6Oy-M4o8b,7.0,2.0,6950.0
2353,2607,Star Race,,2016-04-18T06:24:49.397-07:00,2018-07-16T09:00:44.628-07:00,http://ipdb.org/machine.cgi?id=2353,1980,Gottlieb,,2353.0,G5VxP-MLWlV,,4.0,870.0
2355,907,Star Trek,False,,2018-07-16T09:00:44.428-07:00,http://www.ipdb.org/machine.cgi?id=2355,1978,Bally,,2355.0,GRVnd-MQZzx,7.0,2.0,16842.0
2356,712,Star Trek,False,,2018-07-16T09:00:45.312-07:00,http://ipdb.org/machine.cgi?id=2356,1991,Data East,,2356.0,G42qQ-MLn3y,7.0,2.0,4400.0
2357,684,Star Trek: The Next Generation,False,,2018-07-16T09:00:51.035-07:00,http://ipdb.org/machine.cgi?id=2357,1993,Williams,,2357.0,GR6d8-M1rZd,8.0,3.0,11728.0
2358,694,Star Wars,False,,2018-07-16T09:00:44.665-07:00,http://ipdb.org/machine.cgi?id=2358,1992,Data East,,2358.0,G420r-MLedz,8.0,2.0,10400.0
2359,831,Stardust,False,,2018-07-16T09:00:43.113-07:00,http://ipdb.org/machine.cgi?id=2359,1971,Williams,,2359.0,G4qO8-MJ6x3,7.0,2.0,5455.0
2362,3230,Star Light,False,2020-01-02T21:47:09.895-08:00,2020-01-02T21:47:09.895-08:00,https://www.ipdb.org/machine.cgi?id=2362,1984,Williams,,2362.0,GRB86-MJ2nw,,2.0,100.0
2366,855,Stars,False,,2018-07-16T09:00:50.113-07:00,http://ipdb.org/machine.cgi?id=2366,1978,Stern,,2366.0,GrXEW-MDEwr,8.0,2.0,5127.0
2372,1057,Stellar Wars,False,,2018-07-16T09:00:50.302-07:00,http://ipdb.org/machine.cgi?id=2372,1979,Williams,,2372.0,G4lLp-MQ5Xy,7.0,2.0,5503.0
2377,1997,Stingray,False,2014-03-03T10:02:54.659-08:00,2018-07-16T09:00:45.959-07:00,http://ipdb.org/machine.cgi?id=2377,1977,Stern,,2377.0,G57lj-MJwxY,7.0,2.0,3006.0
2378,2854,Stock Car,,2017-09-12T04:48:52.987-07:00,2018-07-16T09:00:43.158-07:00,http://ipdb.org/machine.cgi?id=2378,1970,Gottlieb,,2378.0,G4PQj-MQ4xo,,2.0,350.0
2393,2901,Straight Flush,,2018-01-26T00:01:16.813-08:00,2018-07-16T09:00:45.228-07:00,http://ipdb.org/machine.cgi?id=2393,1970,Williams,,2393.0,GrkK0-MQdjZ,7.0,2.0,
2396,1537,Strange Science,False,2013-03-30T07:56:26.745-07:00,2018-07-16T09:00:43.948-07:00,http://ipdb.org/machine.cgi?id=2396,1986,Bally,,2396.0,G5nzJ-MJVX8,8.0,3.0,2350.0
2397,2386,Strange World,,2015-06-16T16:31:00.054-07:00,2018-07-16T09:00:48.057-07:00,http://ipdb.org/machine.cgi?id=2397,1978,Gottlieb,,2397.0,GRYox-MJV2B,8.0,2.0,675.0
2398,994,Strato-Flite,False,,2018-07-16T09:00:46.879-07:00,http://ipdb.org/machine.cgi?id=2398,1974,Williams,,2398.0,GrdlQ-ML8wV,7.0,2.0,5977.0
2403,767,Street Fighter II,False,,2018-07-16T09:00:48.254-07:00,http://ipdb.org/machine.cgi?id=2403,1993,Gottlieb,,2403.0,G5BYQ-MQdBV,7.0,5.0,5550.0
2404,2575,Strike Zone,,2016-03-31T17:03:35.922-07:00,2018-07-16T09:00:45.035-07:00,http://ipdb.org/machine.cgi?id=2404,1970,Williams,,2404.0,GRzYk-MDXRj,8.0,2.0,
2406,847,Strikes and Spares,False,,2018-07-16T09:00:52.870-07:00,http://ipdb.org/machine.cgi?id=2406,1977,Bally,,2406.0,GrleW-MYeod,8.0,2.0,12820.0
2408,2914,Student Prince,,2018-03-15T03:19:46.184-07:00,2018-07-16T09:00:48.924-07:00,http://ipdb.org/machine.cgi?id=2408,1968,Williams,,2408.0,G42XZ-MDvkd,8.0,,3502.0
2410,863,St. Moritz,False,,2013-04-16T13:01:38.102-07:00,http://ipdb.org/machine.cgi?id=2410,1938,Chicago Coin,,2410.0,,,,1016.0
